ID,ENGLISH,ITALIAN
IP_KULL_20,He will lie. He will lie. He will lie. He will lie. He will lie. He will lie. He will lie. He will lie. He will lie. He will lie. He will lie. He will lie. He will lie. He will lie. He will lie. He will lie. He will lie. He will lie. He will lie. He will lie. He will lie. He will lie. He will lie.,Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà. Mentirà
IP_LISA_5_WIS,"Birthed through the evil means of esoteric reproduction, this- this is a hag.",Nata attraverso mezzi malvagi di riproduzione esoterica… questa… questa è una strega.
IP_LISA_10,"A hagling in fact. Not quite so horrible and foul as a true hag, but that is not always a betterment. If anything, they might even end up in more positions of power due to their nature not being so completely evil.","In realtà si tratta di una sorta di trattativa negoziale… Non proprio così orribile e malvagia come una vera strega, ma questo non significa necessariamente che sia una cosa positiva. Anzi, forse a causa della loro natura meno completamente malvagia, finiscono per occupare posizioni di potere ancora maggiori."
IP_LISA_15,This one has lived a wild life. You can see it in her eyes- the years spent in service. The dream of a greater life. The bodies left in her wake. This hagling has nothing but a desperate love for life and freedom at this point. Let her have it.,"Questa donna ha vissuto una vita davvero avventurosa… Si può vedere nei suoi occhi: gli anni trascorsi al servizio di altri, il sogno di una vita migliore… E i corpi lasciati alle sue spalle lungo il cammino… In questo momento, tutte queste difficoltà non sono altro che il risultato di un disperato desiderio di vita e libertà… Lasciatela avere ciò che merita."
IP_LISA_20,"She is afraid. Deathly afraid- scared her new life is being ruined by circumstance. She hides it well, but you know it. She would destroy you if she had to. To protect her freelancing career.","Ha paura. Una paura terribile… teme che la sua nuova vita venga rovinata dalle circostanze. Lo nasconde bene, ma tu lo sai… Ti distruggerebbe se fosse necessario, per proteggere la sua carriera da freelance."
IP_MASKED_5_CON,Uh oh.,Oh no.
IP_MASKED_10,Dread.,Terrore.
IP_MASKED_15,"With death on the line, the dagger is meant for your heart.","Con la morte all’orizzonte, quel pugnale è destinato al tuo cuore."
IP_MASKED_20,What do you think she wants? The thing in the pipes is listening. The foolish thing. Its mistake will lead you down many frays. Care for your step.,Cosa pensi che voglia? Quella cosa nei tubi sta ascoltando… Che sciocchezza. Il suo errore vi porterà in molti guai. Fate attenzione a dove mettete i piedi.
IP_MERI_5_DEX,A true Freestrider!,Un vero Cavalcatore Libero!
IP_MERI_10,"He's famous. Known along any metropolitan square, mansion, and/or ballroom across the Coast. The type of guy who's leveraged the changing world, and its new popularized technology, to gain a hell of a lot of staying power.","È famoso. Conosciuto in ogni piazza, dimora signorile e sala da ballo delle città costiere. Il tipo di persona che ha sfruttato i cambiamenti del mondo e le nuove tecnologie diffuse per guadagnare un’enorme influenza."
IP_MERI_15,"But he's also old money. That certainly didn't hurt. So not as impressive as the scrappy underdog story would have you believe, but still pretty impressive. Honestly, for a blue-blood with Arcanist-ties to even survive the revolution is a feat of its own- but to flourish? That's true talent.","Ma appartiene anche a una famiglia benestante. Questo di certo non è stato un svantaggio… Quindi, anche se non è così impressionante come potrebbe far credere la storia di un outsider tenace, è comunque notevole. Onestamente, per un membro di una famiglia nobile con legami con gli Arcanisti riuscire semplicemente a sopravvivere alla rivoluzione è già un risultato notevole… Ma prosperare? Questo sì che richiede vero talento."
IP_MERI_20,"His smile is wide. His mouth never stops its fellating of the new age. That is where his interest lies- his betting and investment of the Age of Crowds. But populism has its weakness. The main one being, you gotta stay close to the people. Meriadoc seems to keep that knowledge close to heart.",Il suo sorriso è radioso; la sua bocca non smette mai di esprimere entusiasmo per questa nuova era… È lì che risiede il suo interesse: scommettere e investire nell’“Era delle Folle”. Ma il populismo ha le sue debolezze… La principale è che bisogna rimanere vicini al popolo. Sembra che Meriadoc tenga sempre a mente questo principio.
IP_MISKA_5_WIS,Something is very wrong.,C’è qualcosa che non va affatto.
IP_MISKA_10,Her eyes are striking. Striking your SOUL. Hold on to that feeling or you will be consumed.,"I suoi occhi sono straordinari… Colpiscono davvero l’anima. Mantieni quel sentimento, altrimenti verrai completamente assorbito da esso."
IP_MISKA_15,She wields power you could only dream of. Yet her actions betray her nature. Evil? Good? Is selfishness for one's own tribe the defining trait?,Esercita un potere di cui si può solo sognare… Eppure le sue azioni tradiscono la sua vera natura. Male? Bene? È davvero l’egoismo verso la propria tribù il tratto distintivo di una persona?
IP_MISKA_20,"This creature is no goblin. Though her desire lies heavily invested within this tribe, she is far older, and far more dangerous than all these servants of hers combined.","Questa creatura non è un goblin. Anche se il suo desiderio è strettamente legato a questa tribù, lei è molto più anziana e molto più pericolosa di tutti questi suoi “servitori” messi insieme."
IP_MISKA_25,She knows well the flames of Esuth. <i>Why is she here?</i>,Conosce bene le fiamme di Esuth. <i>Perché è qui?</i>
IP_MISKA_30,You see through her. Her goals. Her scheme. Is it so simple? Does she simply... love them?,"Riesci a vedere attraverso di lei… I suoi obiettivi, i suoi piani… È davvero così semplice? O forse… li ama davvero?"
IP_MODISSA_5_WIS,"A girl on a mission. She's out to fight for the green, no matter the battle.","Una ragazza in missione… È pronta a lottare per la giustizia, qualunque sia la battaglia da combattere."
IP_MODISSA_10,Her brash exterior is no fakery. It is her heart worn on each of her sleeves.,La sua apparenza spavalda non è affatto una finzione: il suo cuore è visibile su ogni suo polsino.
IP_MODISSA_15,"Responsibility. That is the weight she feels weighing upon her shoulders. Modissa does not see herself, her EGO, as having any greater meaning. Rather, that meaning has been transposed from others. Her mentor. Her friends. But most importantly, her ideology.","Responsabilità… È questo il peso che sente gravare sulle sue spalle. Modissa non ritiene che il proprio EGO abbia un qualche significato particolare; anzi, quel significato le è stato trasferito dagli altri: dal suo mentore, dai suoi amici… Ma soprattutto dalla sua ideologia."
IP_MODISSA_23,"She does not believe in Azgalism. Not truly. For she happens to be one of those people who does not see any rules upon the urban sprawl and cultural battlefields as worthy of respect. She does not believe anything can be pinned down into an ideology. That belief itself, that is her true ideology. Even if she does not know it yet.","Lei non crede nel Azgalismo… Non davvero. Perché appartiene a quelle persone che non ritengono che le dinamiche dell’espansione urbana o i contesti culturali siano degni di rispetto. Non crede che nulla possa essere ridotto a un’ideologia; proprio questa convinzione, in realtà, rappresenta la sua vera ideologia… Anche se lei stessa ancora non se ne rende conto."
IP_MOONGORE_5_STR,"A brute, a beast, and a warrior. She could break you easily.","Un bruto, una bestia… e una guerriera. Potrebbe distruggerti facilmente."
IP_MOONGORE_10,"Loyalty is a fickle thing. Hers lies with the Halfways, for sake of coin and shelter. But also something else, something more ethereal.","La lealtà è una cosa incerta… La sua appartiene ai Mezzosangue, per motivi di denaro e protezione… Ma c’è anche qualcos’altro… Qualcosa di più elevato…"
IP_MOONGORE_15,"Ogres. Hobgoblins. Ettins. Trolls. The bugbear stands among them all as the chargers of the Askanii wilds. You have heard of their kind finding a place within civilized society, as mercenaries and guards. Moongore is a cliche.","Ogri, orchi, ettini, troll… Tra tutti questi, i bugbear rappresentano i veri attaccanti delle lande selvagge degli Askanii. Avrete sicuramente sentito parlare di individui appartenenti a questa razza che trovano posto nelle società civili, lavorando come mercenari o guardie… Ma Moongor è soltanto un cliché."
IP_MOONGORE_20,"What else is there to her? She loves violence. She loves power. She craves the thrill. This is a toxic woman through and through. 

...Perhaps you should get to know her better.","Cosa le manca ancora? Ama la violenza… ama il potere… brama le emozioni forti… È una donna davvero tossica, nel profondo dell’anima.

…Forse dovresti conoscerla meglio."
IP_NEARLY_5_WIS,Another goblin. This one is looking to escape.,Un altro goblin… Questo sembra voler scappare.
IP_NEARLY_10,"She works hard. But only in ways that improve her craft, her passion.","Lavora sodo… Ma solo in modi che migliorino la sua abilità, la sua passione."
IP_NEARLY_15,She does not care for politics or the world at large. Yet she tries to uphold a sense of understanding in order to further her art.,"Non le interessano né la politica né il mondo in generale. Tuttavia, cerca di mantenere un certo senso di comprensione per poter progredire nella sua arte."
IP_NEARLY_20,"The goblin plays for herself. She seeks not glory, only to support herself with her craft. It seems to not have gone too well so far.","La goblin suona per se stessa. Non cerca gloria, ma solo di guadagnarsi da vivere con la sua abilità. Sembra che, finora, non le sia andata molto bene."
IP_NESSAN_5_WIS,Unbothered. Moisturized. Happy. In her lane.,Senza preoccupazioni. Idratata. Felice. Nel suo elemento.
IP_NESSAN_10,"She is focused on her work. But she does not seek strife. She will help you, if you do not pose a threat.","È concentrata sul suo lavoro, ma non cerca guai. Ti aiuterà, purché non rappresenti una minaccia per lei."
IP_NESSAN_15,"Her knowledge goes deep, far below the city. Learn from her, and her loneliness.","La sua conoscenza è profonda, molto più estesa di quella della città stessa. Imparate da lei… e dalla sua solitudine."
IP_NESSAN_20,"This elf is seeking an escape. Why else be *here*, of all places? Her matriarch. Yes. This woman is in trouble. Just like you.","Questo elfo sta cercando una via di fuga. Altrimenti, perché sarebbe proprio *qui*, in mezzo a tutti questi posti? La sua matriarca… Sì, questa donna è in pericolo. Proprio come te."
IP_OLZIS_5_WIS,"Thousands of years, spent guarding a hole in reality. Remember: her perception is beyond your ability to conceive. For her, a day is a fleeting moment. Unless you make it memorable.","Migliaia di anni trascorsi a proteggere un “buco” nella realtà… Ricorda: la sua percezione va al di là di quanto tu possa immaginare. Per lei, un giorno non è altro che un istante fugace… A meno che tu non lo renda indimenticabile."
IP_OLZIS_10,A gynosphinx giving out riddles. A woman searching for something - anything - even remotely interesting about these scurrying mortals. Why else allow them into her lair like this?,"Una ginnosfinge che pone enigmi… Una donna alla ricerca di qualcosa… qualsiasi cosa, anche solo minimamente interessante riguardo a questi mortali che si muovono freneticamente… Altrimenti, perché permettergli di entrare nella sua tana in questo modo?"
IP_OLZIS_15,"She is not being exploited. Whatever deal she struck with the tavernkeep, this Beast of Jor could break it at any moment. None of them hold any power over her. Yet she cannot leave.","Non viene sfruttata. Qualunque accordo abbia stretto con il proprietario della taverna, questa “Bestia di Jor” potrebbe romperlo in qualsiasi momento. Nessuno di loro ha alcun potere su di lei… Eppure non può andarsene."
IP_OLZIS_20,"Resentment. Anyone sane, with even a sliver of mortal understanding, would feel resentment after being stuck in one spot for millennia. Olzis, this o-so powerful creature, feels a hint of resentment towards her masters. Perhaps that is why she entertains this fleeting moment.","Rancore. Chiunque abbia un briciolo di buon senso e comprensione umana proverebbe rancore se fosse costretto a rimanere fermo nello stesso posto per migliaia di anni. Olzis, questa creatura così potente, prova un certo rancore nei confronti dei suoi padroni… Forse è per questo che si concede questi brevi momenti di libertà."
IP_OST_5_DEX,This one is quite hostile. Stay on your feet!,Questo è un avversario piuttosto ostile… Stai attento a non cadere!
IP_OST_10,His expressionless eyes seem to keep watch at all times. He's obviously determining where to strike for you to die as quickly as possible. How humane.,I suoi occhi senza espressione sembrano osservare costantemente ogni cosa intorno. Ovviamente sta valutando dove colpire per farti morire il più rapidamente possibile… Che umanità.
IP_OST_15,Usually kobolds are only dangerous in large numbers. This one appears extremely deadly on his own. Beware.,"Di solito i kobold sono pericolosi solo quando sono numerosi. Questo, però, sembra estremamente letale anche da solo… Fate attenzione."
IP_OST_20,There's something deeper in his connection to his master. This kobold holds the pale man as a 'highest possible value'. Literally his personal god.,"C’è qualcosa di più profondo nel legame che lo unisce al suo padrone: questo kobold considera quell’uomo pallido come “il valore più alto possibile”, letteralmente come il proprio dio personale."
IP_OYU_5_DEX,"A skilled merchant. Businesswoman. Halfling entrepreneur. Man, you could learn a shit-ton from someone like her.","Un commerciante abile… Una donna d’affari… Un imprenditore mezzosangue… Amico, si potrebbe imparare un sacco da qualcuno come lei."
IP_OYU_10,"Her goods are procured from all over the Coast. Her goal: the journey itself. And, of course, to herald the power of Capital. She's damn good at it.","I suoi beni vengono acquistati in tutto il lungo della Costa. Il suo obiettivo… è il viaggio stesso. E, naturalmente, diffondere la potenza della Capitale. Lo fa davvero molto bene."
IP_OYU_15,"Kargamesh is on the other side of the world. It's an opposite to Askani - a mirror. In their dry we have wet. In their warm we have cold. She'll gladly tell you all about it- on a surface level. She's not here to make friends, not really. Or at least not yet.","Kargamesh si trova dall’altra parte del mondo: è l’opposto di Askani, una sorta di “riflesso” di essa. Laddove loro hanno il clima secco, noi abbiamo quello umido; laddove loro hanno il caldo, noi abbiamo il freddo. Lei sarà felice di raccontarti tutto questo, almeno a livello superficiale… Ma non è qui per fare amicizia, almeno non ancora."
IP_OYU_20,"Ah. She's not too happy about the current climate. Travel through Divinii Torum and Ym? Not feasible at the moment. Trade? Stiff and regulated. Airships? Few and far between. This decade has been a slow descent into a world of monopolies and corruption, if you ask her. 

She might end up staying in this city of yours for longer than she ever imagined.","Ah… Non è affatto contenta della situazione attuale. Viaggiare attraverso Divinii Torum e Ym? Al momento è impossibile. Il commercio? Rigido e regolamentato. Gli aerei? Rari e difficili da reperire. Secondo lei, questo decennio ha rappresentato un lento declino verso un mondo dominato da monopoli e corruzione.

Potrebbe finire per trascorrere in questa vostra città più tempo di quanto avesse mai immaginato."
IP_PINJA_5_WIS,"Strange, there's something not quite...",Strano… c’è qualcosa che non va del tutto…
IP_PINJA_10,...right about this elf on the corner of the fortress. Her...,…riguardo a questa elfa all’angolo della fortezza. Lei…
IP_PINJA_15,...presence appears not vivid enough for you to...,…la sua presenza non sembra abbastanza vivida per te da poterla percepire chiaramente…
IP_PINJA_20,...even accept her as real. Elven magic? Feminine mystique? Or something else?,…perfino accettarla come reale. Magia elfica? Un misticismo femminile? O qualcos’altro ancora?
IP_PINJA_25,Ah. Of course. She's not really here. The thought sends a shiver down your spine.,"Ah… Certo. In realtà, lei non è qui. Questo pensiero ti fa venire la pelle d’oca."
IP_RAZZ_5_CHA,He wants to kill you.,Vuole ucciderti.
IP_RAZZ_10,"This is a massive, unregulated, confident, and highly problematic goblin supremacist. He will not debate you on it, he doesn't even see you as worthy of being alive.","Si tratta di un goblin suprematista di grandi dimensioni, privo di qualsiasi regola o controllo, estremamente arrogante e pieno di problemi. Non discuterà mai con te su questo argomento; anzi, non ti considera nemmeno degno di vivere."
IP_RAZZ_15,"A focused killer. His body count must be in the hundreds. The type of man who wishes for nothing but the destruction of humanity- the Urthfolk especially, and the downfall of this invading species upon the shores of Askanii.","Un assassino spietato. Il numero delle sue vittime deve ammontare a centinaia. Un uomo che desidera soltanto la distruzione dell’umanità, in particolare degli Urthfolk, e la caduta di questa specie invasora sulle coste di Askanii."
IP_RAZZ_20,"The more you stare into those deranged eyes of his, the more you understand- he is not full of hatred from some idealistic vision of the future. He does not view the future of Askanii as a goblin paradise. All he wants - entirely due to some personal vendetta fueled by sociopathy - is to erase humans from existence. <i>Gulp</i>.","Più si fissano quegli occhi folli, più si capisce che non è animato dall’odio derivante da qualche visione idealistica del futuro. Non considera il futuro di Askanii come un paradiso per i goblin… Tutto ciò che vuole – spinto esclusivamente da una vendetta personale alimentata dalla sociopatia – è cancellare l’esistenza degli umani. <i>Ingolla…</i>"
IP_RIX_5_DEX,"Money, money, money! This is what you get when the pragmatism of devilhood mixes with the dexterity of human-ish fingers. A mint-making, crown-conscientious, capital-creator of the highest class!","Denaro, denaro, denaro! Ecco ciò che si ottiene quando il pragmatismo del diavolo si unisce alla destrezza delle dita umane… Un creatore di monete, un uomo attento alle questioni di potere e un vero generatore di ricchezza di prim’ordine!"
IP_RIX_10,"Entrepreneurship is about disruption. It's about seeing through the common clay and figuring out the hacks of reality. It's like magic, really. Except it works on scale.",L’imprenditorialità consiste nel creare innovazioni che sovvertano le convenzioni esistenti. Significa vedere al di là delle apparenze ordinarie e scoprire i “trucchi” della realtà. È quasi come la magia… Solo che in questo caso funziona su larga scala.
IP_RIX_15,"This woman has found several holes in the city's purse. Over the years she's run factories, founded startups, dealt with city corporations, guild deals, and now she's a tavern proprietor. A highly accomplished woman, the type to flourish in the Freestrider future.","Questa donna ha individuato diversi “buchi” nel “portafoglio” della città. Nel corso degli anni ha gestito fabbriche, fondato imprese start-up, trattato affari con aziende comunali e associazioni di mestiere; ora è anche proprietaria di una taverna. Una donna estremamente competente, il tipo di persona che prospererà certamente nel futuro del “Cavalcatore Libero”."
IP_RIX_20,"Her backstory aside, this tiefling finds meaning in the crowns. In capital. The power and respect she finds in this new world is everything she did not have as a child. Here, she is the boss, and in full control - until she isn't.","A parte la sua storia personale, questa tiefling trova significato nelle corone… Voglio dire, nelle corone veramente importanti. Il potere e il rispetto che riceve in questo nuovo mondo sono esattamente ciò che non ha avuto da bambina. Qui, lei è la padrona di tutto, ha il controllo totale… almeno fino a quando non lo perde."
IP_ROLLO_5_STR,The next generation! A late-stage teenager representing all young men among the Urthfolk.,La prossima generazione! Un adolescente alle prime fasi dell’adolescenza che rappresenta tutti i giovani dell’umanità di Urth.
IP_ROLLO_10,"Statistically, it could be worrying. If all young men today feel as lost (and unemployed) as this one, then everything must be going to shit. At least he's politically active!","Statisticamente, potrebbe essere preoccupante. Se tutti i giovani di oggi si sentissero così persi (e disoccupati) come lui, allora tutto starebbe andando male. Almeno lui è attivo in ambito politico!"
IP_ROLLO_15,"That might also be a worrying detail. Young men with little to lose and everything to gain are,  historically speaking, a common driving force behind world-changing conflicts. If the old guard Nationalists do not represent them- if Freestriderism does not support them- if Azgalism is way too... progressive- then what <i>frays</i> will these rumblings lead us along?","Anche questo potrebbe essere un dettaglio preoccupante. Storicamente parlando, giovani uomini che hanno poco da perdere e molto da guadagnare sono spesso una forza motrice alle base di conflitti che cambiano il corso della storia. Se l’anziana guardia nazionalista non li rappresenta, se il movimento dei Cavalcatori Liberi non li sostiene, se l’ideologia di Azgal è troppo… progressista, allora verso quale pericoloso scenario queste tensioni potrebbero portarci?"
IP_ROLLO_20,"As with all things, it is <i>ECONOMY</i> which steers the masses. The flow of CAPITAL, as you have read so much about. These boys might rage against the world if they wish, yet if they each held a role in society which paid them well and granted them satisfaction, then all that rage would subside.

They simply require a new ideology. One which supports their economic interests, and nothing else.","Come per tutte le cose, è <i>L’ECONOMIA</i> a guidare le masse. Il flusso di <i>CAPITALE</i>, di cui avrete sicuramente letto molto. Questi giovani potrebbero ribellarsi contro il mondo se lo desiderassero, ma se ognuno di loro svolgesse un ruolo nella società che gli garantisse un buon reddito e soddisfazione, tutta quella rabbia svanirebbe.

Hanno semplicemente bisogno di un’ideologia nuova: una che sostenga i loro interessi economici, e nient’altro."
IP_SHEN_8_INT,"An immigrant of Divinii Torum. An owlfolk. An expert on all things BOOK. He has brought his expertise to your city, and for this you should feel grateful. This is the perfect example of why this new Era is so very, very wonderful.","Un immigrato di Divinii Torum… Un popolo delle aquile notturne… Un esperto in tutto ciò che riguarda i libri. Ha portato la sua competenza nella vostra città, e per questo dovreste sentirvi grati. Questo è l’esempio perfetto di perché questa nuova Era sia davvero meravigliosa."
IP_SHEN_14,"If you ever feel discontent about his behavior, remember: this is a person. He is not a representative of his entire people. Just as there are humans who are rude and boisterous and egotistical, there are owlfolk of the same cloth. All folk are different. All folk are the same.

This figure is a bit eccentric. Do not let that darken your vision of all other bewinged brother and sisters across the Coast.","Se mai dovessi provare disappunto per il suo comportamento, ricorda: questa è solo una persona, non rappresenta tutta la sua gente. Proprio come esistono esseri umani scortesi, rumorosi ed egoisti, esistono anche individui dello stesso genere tra gli owlfolk. Tutti sono diversi… e allo stesso tempo uguali.

Questo personaggio è un po’ eccentrico, ma non lasciare che questo offuschi la tua visione di tutti gli altri owlfolk presenti lungo la Costa."
IP_SIMII_5_CHA,A devoted Azgal. Gives everything he has to support the cause.,Un devoto seguace di Azgal. Dà tutto ciò che possiede per sostenere la causa.
IP_SIMII_10,A second son kind of person. Lives in the shadows of greater men.,Una sorta di persona “secondo figlio”: vive nell’ombra di individui più importanti.
IP_SIMII_15,"Follows the Azgal way not due to choice, but due to indoctrination and tradition. He wants to live up to someone. His father? A patriarch?","Segue la via di Azgal non per scelta, ma a causa di indottrinamento e tradizione. Vuole essere all’altezza di qualcuno… Di suo padre? Di un patriarca?"
IP_SIMII_20,"Simii, the right hand man of Alfoz, wants to be his own man but simply cannot. Not just his own skin, but those who depend on him and his eternal devotion as well.

It's painfully difficult to dislike him.","Simii, il braccio destro di Alfoz, desidera essere indipendente, ma semplicemente non ci riesce. Non solo per se stesso, ma anche per coloro che dipendono da lui e dalla sua eterna devozione.

È dolorosamente difficile non provare simpatia per lui."
IP_SMARTER_5_INT,Not so much.,Non molto.
IP_SMARTER_10,A crazed kleptomaniac of a goblin. He needs help. Professional help.,Un goblin cleptomane pazzo… Ha bisogno di aiuto… Aiuto professionale.
IP_SMARTER_15,Be careful with him. This is not a typical example of a goblin. This is an extreme. A stereotype. A fable.,"Stai attento con lui… Questo non è un esempio tipico di goblin: è un’estremità, uno stereotipo, una favola."
IP_SMARTER_20,"It's on a level where you seriously consider whether this foolish goblin is possessed by some spirit, some divine spark of a trickster god. But the kind of god that would trick his avatar into becoming the useless thief you could possibly imagine.

Stranger things have happened.","Si tratta di una scena in un videogioco RPG fantasy: è necessario mantenere lo stesso tono, lo stile e qualsiasi formato particolare utilizzato nel testo originale.

**Glossario** (utilizzate queste traduzioni in modo coerente):  
- **Chierico** = Cleric  
- **Signore delle Monete** = Signore delle Monete  
- **Negozio di Tè** = Negozio di Tè  
- **Riposo Breve** = Riposo Breve  
- **Riposo Lungo** = Riposo Lungo  
- **punti ferita** / **PF** = punti ferita  
- **slot incantesimo** = slot incantesimo  
- **Tiro Salvezza contro Morte** = Tiro Salvezza contro la Morte  
- **sfinimento** = sfinimento  
- **competenza** = competenza  
- **vantaggio** = vantaggio  
- **svantaggio** = svantaggio  
- **Cavalcatore Libero** = Cavalcatore Libero  
- **elezione** = elezione  
- **Pilastro di Jor** = Pilastro di Jor  
- **Portale di Jor** = Portale di Jor  
- **Corde di Jor** = Corde di Jor  
- **Frammenti di Jor** = Frammenti di Jor  
- **Città Sotterranea** = Città Sotterranea  
- **Tana Inferiore** = Tana Inferiore  
- **Giardino dei Goblin** = Giardino dei Goblin  
- **Collana di Palle di Fuoco** = Collana di Palle di Fuoco  
- **L’Undercommon** = L’Undercommon  
- **Prova di Osservazione** = Prova di Osservazione  
- **prova di destrezza minore** = prova di destrezza minore  

Tenete invariati i nomi propri di personaggi e luoghi: Tolstad, Norvik, Snell, Sageleaf, Darrow, Meriadoc, Visken, Kraaid, Viira, Moongore, Drummer, Ettir, ecc."
IP_SNELL_5_DEX,This goblin gets shit done. No matter the odds.,"Questo goblin riesce sempre a portare a termine le cose, indipendentemente dalle probabilità."
IP_SNELL_10,"Highly competent, but with a craving of validation. Just look at the way he dresses himself!","Estremamente competente, ma con un forte desiderio di essere riconosciuto. Basta guardare il modo in cui si veste!"
IP_SNELL_15,"He doesn't work for himself, or any ideal. This goblin devotes his life for his 'lady', no different from a religious nut.","Non lavora per se stesso, né per alcun ideale. Questo goblin dedica la sua vita alla sua “dama”, proprio come un fanatico religioso."
IP_SNELL_20,"A lone wolf. Cares too much, won't let anyone close. Old trauma? Got rejected? Family trouble? Who knows.","Un lupo solitario… Preoccupato troppo, che non permette a nessuno di avvicinarsi. Vecchi traumi? È stato rifiutato? Problemi familiari? Chi lo sa…"
IP_SNELL_25,"Huh. Alright, so- it's not really a tragic backstory, but you get it now. He's a <i>yearner</i>. The type to hopelessly throw himself into his work for the sake of some greater good. An idealist. A <i>romantic</i>. In the most goblin sense of the word.","Uhm… Bene, insomma… non è davvero una storia tragica, ma ora capisci. Lui è un <i>idealista</i>, il tipo che si dedica disperatamente al proprio lavoro nel nome di un bene più grande. Un <i>romantico</i>, nel senso più tradizionale del termine… quello dei goblin, appunto."
IP_SNELL_30,"Self-sacrificing. Dreaming. There's a twinkle in his eyes you catch sometimes. A String attached to a destiny, one with few frays. Maybe you could trust him. Maybe he could be a... you know.

<i>A friend.</i>","Sacrificio personale… Sogni… A volte si nota un luccichio nei suoi occhi. Un legame con un destino… un legame che presenta pochi nodi o strappi. Forse si può fidare di lui… Forse potrebbe essere… insomma, un amico.

<Un amico.>"
IP_SNURRE_5_INT,A scholar of the Fordnip Commonwealth. A man working out of hole in the wall.,Un studioso del Commonwealth di Fordnip… Un uomo che lavora in una stanza nascosta dietro un muro.
IP_SNURRE_10,"This is the type of man who knows exactly where he is going, and is simply going there very slowly and deliberately. He knows his expertise. His moves are calculated. His journey long.","Questo è il tipo di uomo che sa esattamente dove sta andando e ci arriva lentamente, ma con determinazione. Conosce le proprie competenze; ogni suo movimento è calcolato con attenzione. Il suo viaggio è lungo…"
IP_SNURRE_15,"The esoteric is closely tied with scholarly arts. In the old days no distinction between the two was made. But today, in this modern world, his side is all but winning.","L’ermetismo è strettamente legato alle arti accademiche. Un tempo non esisteva alcuna distinzione tra i due. Ma oggi, in questo mondo moderno, la sua visione sta quasi sicuramente vincendo."
