F,G2U_ID🔒,OPTIONS🔒,ACTORKEY🔒,ACTORFR🔒,FRENCH🔒,FR COMS🔒,ACTOREN🔒,ENGLISH🔒,NOTES ,DC_JM_EDIT,Date English Modified,,ACTORGE,GERMAN,CF,ACTORSP,SPANISH,CF,ACTORPT,PORTUGUESE,CF,ACTORPL,POLISH,CF,ACTORZH,CHINESE,CF,ACTORJP,Japanese
#2-12_Acceptance,Acceptance_dialog3.5,,bob,Bob,"Très bien, je reviens vite.",,Bob,"Ok then, I'll be right back.",,,,,Bob,Also gut. Bin gleich zurück.,,Bob,"Vale, vuelvo enseguida.",,Bob,"Então está bem, já volto.",,Bob,"Dobrze, zaraz wracam.",,鲍勃,好的，我马上回来。,,ボブ,分かった。すぐ戻るよ。
#2-12_Acceptance,Acceptance_dialog4,-top,bob,Bob,"Tu reconnais cette odeur, Gloria ?",,Bob,"Can you smell it, Gloria?",,,,,Bob,"Erkennst du ihn, Gloria?",,Bob,"¿Lo hueles, Gloria?",,Bob,"Você sente o cheiro, Gloria?",,Bob,"Czujesz to, Glorio?",,鲍勃,格洛莉亚，闻到了吗？,,ボブ,このにおい、分かるかい？
#2-12_Acceptance,Acceptance_dialog5.1,"-top
-blank2",bob,Bob,L'odeur réconfortante des pancakes sortant tout juste de la poêle.,,Bob,"The soothing scent of fluffy pancakes, fresh from the pan.",this line has to remind the player of the line about pancakes in 2-06 Chocobob,,,,Bob,"Den wohligen Duft luftiger Pfannkuchen, frisch aus der Pfanne?",,Bob,"El aroma relajante de tortitas esponjosas, recién salidas de la sartén.",,Bob,"O aroma tranquilizante de panquecas fofinhas, direto da panela.",,Bob,"Kojący aromat puszystych naleśników, prosto z patelni.",,鲍勃,新出锅的松软煎饼散发着令人放松的香味。,,ボブ,心を慰めてくれる、焼きたてふわふわのパンケーキのにおいだよ。
#2-12_Acceptance,Acceptance_dialog5.2,"-top
-noInputAuto4",bob,Bob,Avec du chocolat dessus.,,Bob,With chocolate sauce on top.,,,,,Bob,Mit etwas Schokosoße?,,Bob,Con sirope de chocolate por encima.,,Bob,Com calda de chocolate por cima.,,Bob,Polanych czekoladowym sosem.,,鲍勃,加了巧克力酱。,,ボブ,しかも、チョコレートソースをかけてある。
#2-13_TwistedApartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#2-13_TwistedApartment,TwistedApartment_entering,-top,gloria,Gloria,Qu'est-ce qu'il s'est passé ici ?,,Gloria,What happened?,,,,,Gloria,Was ist hier passiert?,,Gloria,¿Qué ha pasado?,,Gloria,O que aconteceu?,,Gloria,Co się stało?,,格洛莉亚,怎么了？,,グロリア,どうなってるの？
#2-13_TwistedApartment,TwistedApartment_milk1,-top,gloria,Gloria,Cette bouteille de lait est moisie depuis un bail.,,Gloria,This bottle of milk spoiled ages ago.,,,,,Gloria,Die Milch ist schon vor Ewigkeiten abgelaufen.,,Gloria,Esta botella de leche caducó hace siglos.,,Gloria,Esta garrafa de leite azedou faz tempo.,,Gloria,To mleko skwaśniało wieki temu.,,格洛莉亚,这瓶牛奶变质很久了。,,グロリア,ミルクが腐ってる。
#2-13_TwistedApartment,TwistedApartment_milk2,-bot,gloria,Gloria,L'odeur est immonde.,,Gloria,Smells revolting.,,,,,Gloria,Das riecht ja ekelhaft.,,Gloria,Huele que apesta.,,Gloria,Fede.,,Gloria,Paskudnie śmierdzi.,,格洛莉亚,闻起来令人作呕。,,グロリア,酷い臭い。
#2-13_TwistedApartment,TwistedApartment_window,-bot,gloria,Gloria,Rien ni personne pour moi dehors...,,Gloria,There's nothing I can hope for out there...,,,,,Gloria,Draußen gibt es für mich keine Hoffnung mehr ...,,Gloria,No hay nada que pueda esperar ahí fuera...,,Gloria,Não há nada de animador lá fora...,,Gloria,Nie znajdę tu drogi ucieczki...,,格洛莉亚,我对外面不抱任何希望……,,グロリア,外の景色にも期待できそうにないわね…
#2-13_TwistedApartment,TwistedApartment_balcony,-top,gloria,Gloria,Ce balcon a l'air d'une cage flottant au-dessus du néant,,Gloria,This balcony's like a cage dangling over the abyss.,,,,,Gloria,Dieser Balkon ist wie ein Käfig über dem Abgrund.,,Gloria,Este balcón es como una jaula colgando sobre el abismo.,,Gloria,Essa sacada é como uma jaula sobre um abismo.,,Gloria,Ten balkon jest jak klatka wisząca nad bezdenną czeluścią.,,格洛莉亚,这个露台就像一个吊在深渊上的笼子。,,グロリア,このバルコニー、まるで深淵に吊るされた檻みたい。
#2-13_TwistedApartment,TwistedApartment_wondering,-top,gloria,Gloria,Je vivais ici ?,,Gloria,Where's my stuff? ,,,,,Gloria,Wo sind meine Sachen?,,Gloria,¿Dónde están mis cosas?,,Gloria,Onde estão minhas coisas?,,Gloria,Gdzie moje rzeczy?,,格洛莉亚,我的东西呢？,,グロリア,私のものはどこ？ 
#2-13_TwistedApartment,TwistedApartment_momcall1.1,-top,gloria,Gloria,Allo ?,,Gloria,Hello?,,,,,Gloria,Hallo?,,Gloria,¿Hola?,,Gloria,Olá?,,Gloria,Halo?,,格洛莉亚,喂？,,グロリア,もしもし？
#2-13_TwistedApartment,TwistedApartment_momcall1.2,"-SkinPhone
-topright",victoriaphone,Vieille Dame,"Gloria, c'est... vraiment toi ?",,Old Woman,"Gloria, is that... really you?",,,,,Alte Frau,"Gloria, bist das ... wirklich du?",,Señora mayor,"Gloria, ¿eres... tú de verdad?",,Senhora idosa,"Gloria, é... você mesmo?",,Staruszka,Gloria? To naprawdę ty?,,老妇人,格洛莉亚，那……真的是你吗？,,老婦人,グロリア…本当にあなたなの？
#2-13_TwistedApartment,TwistedApartment_momcall1.3,"-SkinPhone
-topright",victoriaphone,Vieille Dame,"Oh, mon dieu. J'étais si... désespérée.",,Old Woman,"Oh, god. I was so... desperate.",,,,,Alte Frau,"Oh Gott, ich war ja so ... verzweifelt.",,Señora mayor,Dios mío. Estaba tan... desesperada.,,Senhora idosa,"Nossa, senhor. Eu fiquei tão... desesperada.",,Staruszka,Boże. Byłam taka... zdesperowana.,,老妇人,啊，天哪。我当时……绝望至极。,,老婦人,何てこと。私とっても…必死だったのよ。
#2-13_TwistedApartment,TwistedApartment_momcall1.4,-topleft,gloria,Gloria,Qui est-ce ?,,Gloria,Who is this?,,,,,Gloria,Wer spricht da?,,Gloria,¿Quién eres?,,Gloria,Quem fala?,,Gloria,Kim jesteś?,,格洛莉亚,你是谁？,,グロリア,誰？
#2-13_TwistedApartment,TwistedApartment_momcall1.5,"-SkinPhone
-topright
-blank2",victoriaphone,Vieille Dame,"C'est maman, ma chérie.",,Old Woman,"Why, it's me, sweetheart.",,,,,Alte Frau,"Was? Aber ich bin es doch, mein Schatz.",,Señora mayor,"Soy yo, cariño.",,Senhora idosa,"Ora, sou eu, querida.",,Staruszka,"Przecież to ja, kochanie.",,老妇人,怎么，是我啊，亲爱的。,,老婦人,私よ、グロリア。
#2-13_TwistedApartment,TwistedApartment_momcall1.6,-topleft,gloria,Gloria,Maman ?,,Gloria,...Mommy?,,,,,Gloria,... Mama?,,Gloria,¿Mamá...?,,Gloria,Mamãe?,,Gloria,...Mamusia?,,格洛莉亚,……妈妈？,,グロリア,…ママ？
#2-13_TwistedApartment,TwistedApartment_momcall1.7,"-SkinPhone
-topright
-blank1",victoriaphone,Maman,"Finalement, après toutes ces années...",,Mommy,"Finally, after all these years...",,,,,Mama,"Endlich, nach all den Jahren ...",,Mamá,"Por fin, después de todos estos años...",,Mamãe,"Finalmente, depois de tantos anos...",,Mamusia,"Wreszcie, po tylu latach...",,妈妈,这么多年过去了，总算……,,ママ,あれから何年も経って、やっと…
#2-13_TwistedApartment,TwistedApartment_momcall1.8,"-SkinPhone
-topright
-blank1",victoriaphone,Maman,J'ai tout tenté pour te retrouver.,,Mommy,I did everything I could to get you back.,,,,,Mama,"Ich habe getan, was ich konnte, um dich zurückzubekommen.",,Mamá,He hecho todo lo que he podido para recuperarte...,,Mamãe,Eu fiz tudo que pude para te encontrar.,,Mamusia,"Robiłam wszystko, by cię odzyskać.",,妈妈,我一直想挽回你。,,ママ,あなたを取り戻すために、できることはすべてやった。
#2-13_TwistedApartment,TwistedApartment_momcall1.9,"-SkinPhone
-topright
-blank1",victoriaphone,Maman,...après ce jour.,,Mommy,...after that day.,,,,,Mama,... nach jenem Tag.,,Mamá,... después de aquel día.,,Mamãe,...Depois daquele dia.,,Mamusia,...Po tamtym dniu.,,妈妈,……自那天之后，我想尽了一切办法……,,ママ,…あの日からずっと。
#2-13_TwistedApartment,TwistedApartment_momcall1.10,-topleft,gloria,Gloria,Quel jour ?,,Gloria,What day?,,,,,Gloria,Nach welchem Tag?,,Gloria,¿Qué día?,,Gloria,Que dia?,,Gloria,Jakim dniu?,,格洛莉亚,哪天？,,グロリア,あの日って？
#2-13_TwistedApartment,TwistedApartment_momcall1.11,"-SkinPhone
-topright",victoriaphone,Maman,"Reste où tu es, ma chérie, maman va venir te chercher.",,Mommy,"Stay where you are, sweetheart. Mommy's coming to get you.",,,,,Mama,"Bleib, wo du bist, mein Schatz. Mama kommt dich holen.",,Mamá,"Quédate aquí, cariño. Mamá vendrá a buscarte.",,Mamãe,"Fique onde está, querida. A mamãe vai te encontrar.",,Mamusia,"Nie ruszaj się, kochanie. Mama po ciebie idzie.",,妈妈,待着别动，亲爱的。妈妈来接你了。,,ママ,そこにいて。ママが迎えに行くからね。
#2-13_TwistedApartment,TwistedApartment_momcall1.12,"-SkinPhone
-topright",victoriaphone,Maman,"Ne parle pas aux étrangers, et attends-moi.",,Mommy,"Don't talk to any strangers, and wait for me.",,,,,Mama,"Sprich nicht mit Fremden, und warte auf mich.",,Mamá,No hables con extraños y espérame.,,Mamãe,Não fale com estranhos e espere por mim.,,Mamusia,Nie rozmawiaj z nieznajomymi i czekaj na mnie.,,妈妈,不要和陌生人说话，等我。,,ママ,知らない人と話しちゃだめよ。ママを待ってて。
#2-13_TwistedApartment,TwistedApartment_momcall1.13,"-SkinPhone
-topright",victoriaphone,Maman,Maman arrive.,,Mommy,Mommy is coming.,,,,,Mama,Mama kommt gleich.,,Mamá,Mamá vendrá.,,Mamãe,A mamãe está chegando.,,Mamusia,Mamusia już idzie.,,妈妈,妈妈来了。,,ママ,すぐに行くから。
,,,,,"Gloria hangs up. After 5-10sec, it rings again. Gloria picks up the phone.",,,"Gloria hangs up. After 5-10sec, it rings again. Gloria picks up the phone.",,,,,,,,,,,,,,,,,,,,,"Gloria hangs up. After 5-10sec, it rings again. Gloria picks up the phone."
#2-13_TwistedApartment,TwistedApartment_saintlouiscall1.1,"-SkinPhone
-topright",saintlouisphone,Vieil Homme,"Allo, Gloria.",,Old Man,"Hello, Gloria.",,,,,Alter Mann,"Hallo, Gloria.",,Señor mayor,"Hola, Gloria.",,Senhor idoso,"Olá, Gloria.",,Starzec,"Witaj, Glorio.",,老者,你好，格洛莉亚。,,老人,やあ、グロリア。
#2-13_TwistedApartment,TwistedApartment_saintlouiscall1.2,"-SkinPhone
-topright",saintlouisphone,Vieil Homme,Monsieur Saint-Louis à l'appareil.,,Old Man,Mister Saint-Louis speaking.,,,,,Alter Mann,Monsieur Saint-Louis am Apparat.,,Señor mayor,Soy el señor Saint-Louis.,,Senhor idoso,Quem fala é o senhor Saint-Louis.,,Starzec,Mówi pan Saint-Louis.,,老者,我就是圣路易斯先生。,,老人,サン=ルイだ。
#2-13_TwistedApartment,TwistedApartment_saintlouiscall1.3,,gloria,Gloria,Allo ?,,Gloria,Hello?,,,,,Gloria,Hallo?,,Gloria,¿Hola?,,Gloria,Olá?,,Gloria,Halo?,,格洛莉亚,喂？,,グロリア,もしもし？
#2-13_TwistedApartment,TwistedApartment_saintlouiscall1.4,"-SkinPhone
-topright",saintlouisphone,Monsieur Saint-Louis,"Oui, je voulais vous remercier.",,Mister Saint-Louis,"Yes, I wanted to thank you.",,,,,Monsieur Saint-Louis,"Ja, ich wollte Ihnen danken.",,Señor Saint-Louis,"Sí, quería darte las gracias.",,Senhor Saint-Louis,"Sim, eu queria agradecer.",,Pan Saint-Louis,"Tak, chciałem ci podziękować.",,圣路易斯先生,我在，我想谢谢你。,,ミスター・サン=ルイ,ああ、君にお礼を言いたくてね。
#2-13_TwistedApartment,TwistedApartment_saintlouiscall1.5,,gloria,Gloria,Me remercier pour quoi ?,,Gloria,Thank me... for what?,,,,,Gloria,Mir danken ...? Wofür?,,Gloria,¿Darme las gracias... por qué?,,Gloria,Agradecer... pelo quê?,,Gloria,Podziękować? Za co?,,格洛莉亚,谢谢我……为什么？,,グロリア,お礼って…何の？
#2-13_TwistedApartment,TwistedApartment_saintlouiscall1.6,"-SkinPhone
-topright",saintlouisphone,Monsieur Saint-Louis,"Pour le spectacle, Gloria, le spectacle !",,Mister Saint-Louis,"For the show, Gloria, for the show!",,,,,Monsieur Saint-Louis,"Für die Show, Gloria. Für die Show!",,Señor Saint-Louis,"¡Por la actuación, Gloria, por la actuación?",,Senhor Saint-Louis,"Pelo espetáculo, Gloria, pelo espetáculo!",,Pan Saint-Louis,"Za występ, Glorio, za występ!",,圣路易斯先生,因为你的表演，格洛莉亚，你的表演！,,ミスター・サン=ルイ,ショーのことだよ、グロリア！
#2-13_TwistedApartment,TwistedApartment_saintlouiscall1.7,"-SkinPhone
-topright",saintlouisphone,Monsieur Saint-Louis,"Vous savez, quand je vous ai approché, je n'étais pas sûr que vous seriez la bonne personne.",,Mister Saint-Louis,"You know... back then, I wasn't quite sure you'd fit in.",,,,,Monsieur Saint-Louis,"Wissen Sie ... Damals war ich mir nicht sicher, ob Sie zu uns passen.",,Señor Saint-Louis,"Sabes... en ese momento, no estaba muy seguro de que encajarías.",,Senhor Saint-Louis,"Sabe que... na época, eu não tinha certeza se você se encaixaria.",,Pan Saint-Louis,"Wiesz... Wtedy nie byłem pewien, czy dasz sobie radę.",,圣路易斯先生,你要知道……那时候，我不太确定你是否适合。,,ミスター・サン=ルイ,以前は…君が馴染めるかどうか、分からなかったんだ。
#2-13_TwistedApartment,TwistedApartment_saintlouiscall1.8,"-SkinPhone
-topright",saintlouisphone,Monsieur Saint-Louis,"Et on peut le dire : au début, ce n'était pas facile pour vous.",,Mister Saint-Louis,"And I could see from the start, that it wasn't always easy for you.",,,,,Monsieur Saint-Louis,"Ich konnte von Anfang an sehen, dass es nicht immer leicht für Sie war.",,Señor Saint-Louis,Y pude ver desde el principio que no siempre fue fácil para ti.,,Senhor Saint-Louis,"E eu pude ver, desde o início, que nem sempre era fácil para você.",,Pan Saint-Louis,"I od samego początku widziałem, że nie zawsze było to dla ciebie łatwe.",,圣路易斯先生,我从一开始就知道，这一切对你来说并不轻松。,,ミスター・サン=ルイ,君にとって簡単なことじゃないのは、最初から分かっていたしね。
#2-13_TwistedApartment,TwistedApartment_saintlouiscall1.9,"-SkinPhone
-topright",saintlouisphone,Monsieur Saint-Louis,"S'adapter à un nouveau lieu, de nouvelles habitudes, un nouveau public...",,Mister Saint-Louis,"Adjusting to a new place, a new role, a new audience...",,,,,Monsieur Saint-Louis,"Ein neuer Ort, eine neue Rolle, ein neues Publikum ...",,Señor Saint-Louis,"Adaptarte a un nuevo lugar, un nuevo papel, un nuevo público...",,Senhor Saint-Louis,"Ajustar-se a um lugar novo, um papel novo, um público novo...",,Pan Saint-Louis,"Musiałaś przywyknąć do nowego miejsca, nowej roli, nowej publiki...",,圣路易斯先生,适应新场地、新角色、新观众……,,ミスター・サン=ルイ,新しい環境や役割、観客に慣れるのは大変なことだ…
#2-13_TwistedApartment,TwistedApartment_saintlouiscall1.10,"-SkinPhone
-topright",saintlouisphone,Monsieur Saint-Louis,"Mais, jour après jour, performance après performance, vous vous êtes améliorée.",,Mister Saint-Louis,"But, day after day, with each and every performance, you improved.",,,,,Monsieur Saint-Louis,Doch Tag um Tag und Aufführung um Aufführung ... wurden Sie besser.,,Señor Saint-Louis,"Pero, día tras día, después de todas y cada una de tus actuaciones, fuiste mejorando.",,Senhor Saint-Louis,"Porém, dia após dia, a cada apresentação, você melhorava.",,Pan Saint-Louis,"Ale dzień po dniu, z każdym kolejnym przedstawieniem, stawałaś się lepsza.",,圣路易斯先生,但是，每一日，每一次表演，你都在进步。,,ミスター・サン=ルイ,だが日を追うごとに、パフォーマンスをするたびに、君は上達していった。
#2-13_TwistedApartment,TwistedApartment_saintlouiscall1.11,"-SkinPhone
-topright",saintlouisphone,Monsieur Saint-Louis,Et êtes devenue plus satisafisante.,,Mister Saint-Louis,You became more satiating.,,,,,Monsieur Saint-Louis,Wurden Sie gustiöser.,,Señor Saint-Louis,Te volviste más satisfactoria.,,Senhor Saint-Louis,Se tornava mais apetecível.,,Pan Saint-Louis,Byłaś bardziej sycąca.,,圣路易斯先生,你越来越令人餍足。,,ミスター・サン=ルイ,見る者を満足させ、
#2-13_TwistedApartment,TwistedApartment_saintlouiscall1.12,"-SkinPhone
-topright
-blank1",saintlouisphone,Le Maître,Plus... plaisante.,,Master,More enjoyable.,,,,,Hausherr,"Deliziös, sogar.",,Maestro,Más divertida.,,Mestre,Mais deleitosa.,,Pan,Dawałaś więcej przyjemności.,,主人,越来越使人愉悦。,,マスター,楽しませることができるようになった。
#2-13_TwistedApartment,TwistedApartment_saintlouiscall1.13,"-SkinPhone
-topright
-blank2",saintlouisphone,Monsieur Saint-Louis,"Et maintenant je peux le dire, pour ce que j'imaginais, vous étiez simplement parfaite.",,Mister Saint-Louis,"And now I can say, for what I envisioned, you just proved to be perfect.",,"And now I can say, you proved to be just perfect for what I'd envisioned.","In the end, you proved to be exactly what I envisioned: perfect.",,Monsieur Saint-Louis,"Heute kann ich sagen, dass Sie genau die Richtige für meine Vision waren.",,Señor Saint-Louis,"Y ahora puedo decir que, por lo que imaginé, has demostrado ser perfecta.",,Senhor Saint-Louis,"E agora posso dizer, para o que vislumbrei, você provou ser a escolha perfeita.",,Pan Saint-Louis,"I teraz już wiem, że okazałaś się idealnym wyborem do zrealizowania mojej wizji.",,圣路易斯先生,现在我可以说，你已证明你是完美的，与我想象中的分毫不差。,,ミスター・サン=ルイ,君はやはり私が思っていた通り、完璧な存在だったんだ。
#2-13_TwistedApartment,,,,,Saint Louis hangs up. ,,,Saint Louis hangs up. ,,,,,,,,,,,,,,,,,,,,,Saint Louis hangs up. 
#2-13_TwistedApartment,TwistedApartment_saintlouiscall2.1,,gloria,Gloria,Allo ?,,Gloria,Hello?,,,,,Gloria,Hallo?,,Gloria,¿Hola?,,Gloria,Olá?,,Gloria,Halo?,,格洛莉亚,喂？,,グロリア,もしもし？
#2-13_TwistedApartment,,,,,Gloria hangs up. The phone rings right away.,,,Gloria hangs up. The phone rings right away.,,,,,,,,,,,,,,,,,,,,,Gloria hangs up. The phone rings right away.
#2-13_TwistedApartment,TwistedApartment_glocall1.1,,gloria,Gloria,C'est qui encore ?,,Gloria,Who is this again?,,,,,Gloria,Wer ist da noch mal?,,Gloria,¿Quién es?,,Gloria,Quem está falando?,,Gloria,Kto tym razem?,,格洛莉亚,你又是谁？,,グロリア,今度は誰なの？
#2-13_TwistedApartment,TwistedApartment_glocall1.2,"-SkinPhone
-topright",gloriaphone,Logria,C'est moi.,,Logria,It's me.,,,,,Logria,Ich bin es.,,Logria,Soy yo.,,Logria,Sou eu.,,Logria,To ja.,,洛格里亚,是我。,,ログリア,私よ。
#2-13_TwistedApartment,TwistedApartment_glocall1.3,,gloria,Gloria,Moi ?,,Gloria,Me?,,,,,Gloria,Ich?,,Gloria,¿Yo?,,Gloria,Eu?,,Gloria,Ja?,,格洛莉亚,我？,,グロリア,私？
#2-13_TwistedApartment,TwistedApartment_glocall1.4,"-SkinPhone
-topright",gloriaphone,Gorlia,Oui...,,Gorlia,Yes...,,,,,Gorlia,Ja ...,,Gorlia,Sí...,,Gorlia,Sim...,,Gorlia,Tak...,,格罗利亚,是的……,,ゴーリア,そう…
#2-13_TwistedApartment,TwistedApartment_glocall1.5,,gloria,Gloria,Gloria ?,,Gloria,Gloria?,,,,,Gloria,Gloria?,,Gloria,¿Gloria?,,Gloria,Gloria?,,Gloria,Gloria?,,格洛莉亚,格洛莉亚？,,グロリア,グロリア？
#2-13_TwistedApartment,TwistedApartment_glocall1.6,"-SkinPhone
-topright",gloriaphone,Gloria,Gloria ?,,Gloria,Gloria?,,,,,Gloria,Gloria?,,Gloria,¿Gloria?,,Gloria,Gloria?,,Gloria,Gloria?,,格洛莉亚,格洛莉亚？,,グロリア,グロリア？
#2-13_TwistedApartment,TwistedApartment_glocall1.7,,gloria,Gloria,Comment peux-tu...?,,Gloria,How can you...?,,,,,Gloria,Wie kannst du ...?,,Gloria,¿Cómo puedes...?,,Gloria,Como você pôde...?,,Gloria,Jak to możliwe...?,,格洛莉亚,你怎么会？,,グロリア,そんなはず…？
#2-13_TwistedApartment,TwistedApartment_glocall1.8,"-SkinPhone
-topright
-auto1.2",gloriaphone,Gloria,Je t'en supplie...,,Gloria,I'm begging you...,,,,,Gloria,Ich flehe dich an ...,,Gloria,Te lo suplico...,,Gloria,Estou implorando...,,Gloria,Błagam cię...,,格洛莉亚,我恳求你……,,グロリア,お願い…
#2-13_TwistedApartment,TwistedApartment_glocall1.9,"-SkinPhone
-topright
-auto1.2",gloriaphone,Gloria,Reste avec moi.,,Gloria,To stay with me.,,,,,Gloria,Bleib bei mir.,,Gloria,Quédate conmigo.,,Gloria,Fique comigo.,,Gloria,Zostań ze mną.,,格洛莉亚,待在我身边。,,グロリア,傍にいて。
#2-13_TwistedApartment,TwistedApartment_glocall1.10,"-SkinPhone
-topright
-auto1.5",victoriaphone,Maman,"Finalement, après toutes ces années...",,Mommy,"Finally, after all these years...",,,,,Mama,"Endlich, nach all den Jahren ...",,Mamá,"Por fin, después de todos estos años...",,Mamãe,"Finalmente, depois de tantos anos...",,Mamusia,"Wreszcie, po tylu latach...",,妈妈,这么多年过去了，总算……,,ママ,あれから何年も経って、やっと…
#2-13_TwistedApartment,TwistedApartment_glocall1.11,"-SkinPhone
-topright
-auto1.2",victoriaphone,Maman,Maman arrive.,,Mommy,Mommy is coming.,,,,,Mama,Mama kommt gleich.,,Mamá,Mamá vendrá.,,Mamãe,A mamãe está chegando.,,Mamusia,Mamusia już idzie.,,妈妈,妈妈来了。,,ママ,すぐに行くから。
#2-13_TwistedApartment,TwistedApartment_glocall1.12,"-SkinPhone
-topright
-auto1",gloriaphone,Gloria,Pour me câliner.,,Gloria,To hug me.,,,,,Gloria,Um mich in die Arme zu nehmen.,,Gloria,Para abrazarme.,,Gloria,Para me abraçar.,,Gloria,Żeby mnie przytulić.,,格洛莉亚,抱着我吧。,,グロリア,抱きしめて。
#2-13_TwistedApartment,TwistedApartment_glocall1.13,"-SkinPhone
-topright
-auto1.5",saintlouisphone,Monsieur Saint-Louis,"Pour le spectacle, Gloria, le spectacle !",,Mister Saint-Louis,"For the show Gloria, for the show!",,,,,Monsieur Saint-Louis,"Für die Show, Gloria. Für die Show!",,Señor Saint-Louis,"¡Por la actuación, Gloria, por la actuación!",,Senhor Saint-Louis,"Pelo espetáculo, Gloria, pelo espetáculo!",,Pan Saint-Louis,"Za występ, Glorio, za występ!",,圣路易斯先生,因为你的表演，格洛莉亚，你的表演！,,ミスター・サン=ルイ,ショーのことだよグロリア！
#2-13_TwistedApartment,TwistedApartment_glocall1.14,,gloria,Gloria,D'où m'appelez-vous !?,,Gloria,Where are you calling from!?,,,,,Gloria,Von wo aus rufen Sie an?!,,Gloria,¿¡Desde dónde estás llamando!?,,Gloria,De onde você está ligando?,,Gloria,Skąd do mnie dzwonisz?,,格洛莉亚,你从哪里打来的！？,,グロリア,どこからかけてるのよ！？
#2-13_TwistedApartment,TwistedApartment_glocall1.15,"-SkinPhone
-topright
-auto1",gloriaphone,Grolia,De l'intérieur.,,Grolia,From the inside.,,,,,Grolia,Aus dem Inneren.,,Grolia,Desde dentro.,,Gloria,De dentro.,,Grolia,Z wnętrza.,,格洛莉亚,从里面。,,グローリア,内側からよ。
#2-13_TwistedApartment,,,,,Gloria steps back. The phone is hanging down. Quasimoda spawns.,,,Gloria steps back. The phone is hanging down. Quasimoda spawns.,,,,,,,,,,,,,,,,,,,,,Gloria steps back. The phone is hanging down. Quasimoda spawns.
#2-13_TwistedApartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#2-13_TwistedApartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#2-13_TwistedApartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#2-13_TwistedApartment,Twisted_puzzle1Line,,,"D'abord,","Elle rêvait d'être un beau cygne, avec style et grâce,",,"First,","She dreamed she was a lovely swan, so full of poise and grace","She dreamed to be a lovely swan, with poise and grace,
She becomes an ugly duck, ashamed with disgrace.
Love never pursued her; she searched for it, instead
Squeezing it in her arms so tight, she crushed it dead.
Pride as her guiding star and fear as her dark oar,
She sailed off at dawn’s first light and drowned right by shore.
Is it too late to change her fate for the better?",,,,Erst ..,"Sie träumte, sie sei ein wunderschöner Schwan, voller Anmut und Eleganz,",,"Primero,","Soñó que era un cisne encantador, tan lleno de equilibrio y gracia.",,"Primeiro,","Ela sonhou que era um belo cisne, gracioso e refinado",,Wpierw,"Wyśniła, że jest uroczym łabędziem, co miał wdzięk i szyk",,首先，,她梦见自己是一只美丽的天鹅，姿态优雅,,最初に、,彼女は自分が美しく優雅な白鳥だと夢見ていた。
#2-13_TwistedApartment,Twisted_puzzle2Line,,,,"Devint un vilain canard, seule dans la disgrâce.",,,"But she became an ugly duck, forgotten and disgraced","But she became an ugly duck, with no embrace",,,,,"Doch sie wurde zu einem hässlichen Entlein, das in Ungnade fiel.",,,"Pero se convirtió en un patito feo, olvidado y caído en desgracia.",,,"Porém se tornou um patinho feio, esquecido e desonrado",,,"A została brzydkim kaczątkiem, o którym nie pamiętał nikt",,,但她成了一只丑小鸭，被人遗忘，蒙羞,,,だが彼女は醜いアヒルになり、忘れ去られ、辱められた。
#2-13_TwistedApartment,Twisted_puzzle3Line,,,"Ensuite,","Si l'amour l'ignorait, elle, le guettait comme l'or.",,"Later,","When love did not come seeking her, she searched for it instead",,,,,Später ...,"Als die Liebe nicht zu ihr kam, suchte sie stattdessen nach ihr,",,"Más tarde,","Cuando el amor no vino a buscarla, ella en su lugar lo buscó.",,"Depois,","Quando o amor não veio até ela, ela o buscou",,Później,"Gdy miłość jej nie odnalazła, sama na poszukiwania ruszyła",,后来，,爱没有来找她，她反而去寻求爱,,次に、,愛が彼女を探しに来なかった時、彼女は自ら愛を探し求めた。
#2-13_TwistedApartment,Twisted_puzzle4Line,,,,Pensant l'étreindre tandis qu'elle le broyait à mort,,,"Then squeezed it in her arms so tight, she sadly crushed it dead",,"Then squeezed it in her arms so tight; before long, it was dead",,,,"Und nahm sie schließlich so fest in die Arme, dass sie sie erdrückte.",,,Luego lo apretó tan fuerte en sus brazos que con mucha pena lo mató.,,,"E então apertou-o com tanta força, que infelizmente o matou",,,"Lecz niestety ściskała ją tak mocno, że aż ją zadusiła",,,然后她把它紧紧地抱在怀里，带着悲伤，把它压死了,,,だが見つけた愛は、強く抱きしめたせいで押し潰され、死んでしまった。
#2-13_TwistedApartment,Twisted_puzzle5Line,,,"Finalement,","Avec l'orgueil comme boussole, et la peur dans ses cales,",,"Finally,",With vanity a guiding star and fear her chilling oar,,,,,Schließlich ...,"Die Eitelkeit war ihr Kompass, ihr Ruder die Angst,",,"Finalmente,",Con la vanidad como guía y el miedo como único timón,,"Por fim,",Com a vaidade como sua estrela-guia e o medo como seu remo de arrepiar,,W końcu,"Gdy próżność była jej przewodnią gwiazdą, a wiosłem jej lęki",,最后，,虚荣是引路明星，恐惧是她冰冷的桨,,最後に、,虚栄を導きの星に、恐れを舵にして、
