english,italian,source_files
The angle increases. Your feet struggle for purchase.,,sharedassets23.assets
To think this simple paladin managed to soar so high.,,sharedassets24.assets
He keeps swearing. Must mean he's getting real angry.,,sharedassets4.assets
You should leave him be. Nothing you can do to help.,,sharedassets14.assets
Tread lightly. This just got a lot more complicated.,,sharedassets14.assets
"Don't push it. He won't talk, nor is it interesting.",,sharedassets17.assets
(Point at the lanky kid trying to cast a cantrip.) \,,sharedassets19.assets
"(Toss in 10,000 crowns into the hole in the door.) \",,sharedassets19.assets
ROLL11 dex-Slither. Slither! <shake>SLITHER</shake>!,,sharedassets20.assets
ROLL12 str-Don't. Open. The <shake>MAGAZINE</shake>.,,sharedassets20.assets
"Then she says, in that monotone, telepathic voice, \",,sharedassets22.assets
"Look- whatever your gut's mumbling about, ignore it.",,sharedassets24.assets
He holds up his flaming blade towards your throat. \,,sharedassets24.assets
His eyes go back and forth between you and corpse. \,,sharedassets3.assets
You hear a surprisingly loud clearing-of-the-throat.,,sharedassets3.assets
WHITE RAT tries desperately to change the subject. \,,sharedassets4.assets
The goblin's eyes widen. A smirk growing on his maw.,,sharedassets4.assets
The gaggle of dwarves are all holding their sides. \,,sharedassets4.assets
"The elf swings his cloak around, facing the river. \",,sharedassets4.assets
"Alert, alert! <shake>Convening</shake> is happening!",,sharedassets6.assets
"He waits until you finish chanting before saying, \",,sharedassets0.assets
You should be worried about the work involved here.,,sharedassets10.assets
Don't go overboard. She's an artist - they're rich.,,sharedassets11.assets
"Your companion slowly and carefully enunciates a, \",,sharedassets14.assets
Reading filth like this will only darken your mind.,,sharedassets17.assets
"She quickly pulls it back. With a laugh she says, \",,"sharedassets18.assets, sharedassets4.assets"
The goblin hisses at you and points at the claws. \,,sharedassets19.assets
The silent kid in the back keeps nodding profusely.,,sharedassets19.assets
"It takes you ten seconds. Ten short seconds, and...",,sharedassets19.assets
You hear the crocodile let out a satisfied grumble.,,sharedassets3.assets
The goblin looks at the cat and then back to you. \,,sharedassets4.assets
"After sending the message she mutters an awkward, \",,sharedassets4.assets
You hear laughing coming from across the theater. \,,sharedassets4.assets
"They cut your flesh, pricking away your life force.",,sharedassets4.assets
You might just want to... <i>say</i> what you want.,,sharedassets6.assets
The pale man just stares at you for a few seconds.,,sharedassets0.assets
That is not how you use <i>alas</i> in a sentence.,,sharedassets1.assets
The goblin shakes his head and leaves the chamber.,,sharedassets11.assets
"He starts flapping his arms, as if he had wings. \",,sharedassets13.assets
You should have stood against her. What a mistake.,,sharedassets18.assets
The three girls collect themselves for a second. \,,sharedassets19.assets
The goblin steps in between you and the monster. \,,sharedassets20.assets
"You attempt it, but the String feels overwhelming.",,sharedassets20.assets
(Shake your head and gesture towards your ears.) \,,sharedassets22.assets
The elf understands the seriousness of your quest.,,sharedassets23.assets
"With a smirk the old man then leans in and says, \",,sharedassets24.assets
"She groans and starts walking away. Muttering a, \",,sharedassets4.assets
Make sure you have finished all your other quests.,,sharedassets4.assets
"If you play your cards right, anything's possible.",,sharedassets6.assets
"At this rate, you'll have a full party in no time.",,sharedassets6.assets
"He gives a nervous look to you. Then he mutters, \",,sharedassets7.assets
The pale man glances at the ledger next to him. \,,sharedassets0.assets
"The goblin sneakily leans in and whispers back, \",,sharedassets0.assets
Though most are finished- done with this charade.,,sharedassets10.assets
He won't speak more about this horrific creature.,,sharedassets10.assets
You're being rude. It might help speed things up.,,sharedassets11.assets
That's the <b>exact opposite</b> thing she likes!,,sharedassets18.assets
"Oh! It's happening, <shake>let's gooo...</shake>!",,sharedassets20.assets
"Is it haggin-<i>shags</i>, or <i>haggins</i>-hag?",,sharedassets20.assets
It is a regular biome-pocket in all ways but one.,,sharedassets23.assets
"Oh, don't be ready. Don't do it. Don'tdon'tdon't.",,sharedassets23.assets
Weak and puny? But he calls Urth a slaughter-god?,,sharedassets23.assets
"Ettir's many eyes look at the both of you, split.",,sharedassets23.assets
Do I have to talk to him? He looks pretty creepy.,,sharedassets3.assets
The WHITE RAT wrings his tiny paws desperately. \,,sharedassets4.assets
"He takes a deep whiff of the air, and exclaims, \",,sharedassets4.assets
You find a goblin standing at the tip of Tolstad.,,sharedassets4.assets
"She laughs, wiping some sweat off her forehead. \",,sharedassets4.assets
"He stares at you, his arms still stretched out. \",,sharedassets8.assets
Return here at midnight. Without your companion.,,sharedassets0.assets
You could've been a wood carver in another life!,,sharedassets10.assets
"He pauses, as if thinking about your question. \",,sharedassets10.assets
"And as you do, you almost feel like something...",,sharedassets14.assets
"You were born right outside of Norvik, actually.",,sharedassets18.assets
"The apples make it hard to believe, but... yeah.",,sharedassets2.assets
"These are, like, a million crowns on the market.",,sharedassets2.assets
There we go. You made those gears start turning.,,sharedassets20.assets
A feat showcasing the indomitable spirit of man.,,sharedassets20.assets
"Your companion says, loudly across the cavern, \",,sharedassets20.assets
"Your companion grabs your uniform and screams, \",,sharedassets20.assets
"It's just, like, that's so, like... that's cool.",,sharedassets22.assets
"On it, you see a colorful depiction of a battle.",,sharedassets23.assets
You shouldn't take this on yourself. Should you?,,sharedassets4.assets
Scream and shout? Alright! (Take a deep breath.),,sharedassets4.assets
You should invest the time needed to dig it out.,,sharedassets4.assets
If only you remembered how to cast Spider Climb.,,sharedassets4.assets
(Point at the kid who keeps casting cantrips.) \,,sharedassets7.assets
She puts the documents in order in the ledger. \,,sharedassets7.assets
"Your goblin companion leans over and whispers, \",,sharedassets7.assets
He removes his sleeve from his nose and mouth. \,,sharedassets8.assets
DC15 con-(Lean in over the desk and whisper.) \,,sharedassets0.assets
I didn't have anything against him. Not really.,,sharedassets10.assets
Simply drink it. You will be your own customer.,,sharedassets19.assets
The skull's jaw stiffens. The false life fades.,,sharedassets20.assets
"She pulls you in close, yelling in your face, \",,sharedassets20.assets
You are being attacked by a <i>young lady</i>?!,,sharedassets20.assets
This hasn't gone the way the assassin expected.,,sharedassets20.assets
"However, he quickly looks up to you, yelling, \",,sharedassets20.assets
How strange. Has this not been pilfered before?,,sharedassets23.assets
"Rollo then turns to his kid brother and says, \",,sharedassets4.assets
He turns to his companions and raises a hand. \,,sharedassets4.assets
(Strike a stoic pose and imitate his accent.) \,,sharedassets4.assets
A moment of silence passes before she speaks. \,,sharedassets4.assets
He gives the three other kids a nervous look. \,,sharedassets7.assets
The blonde boy nods and looks to his friends. \,,sharedassets7.assets
Gotta keep those contacts fresh and lucrative.,,sharedassets11.assets
She leans back and lets out a resigned sigh. \,,sharedassets12.assets
(Slam your fist into the side of the crate.) \,,sharedassets13.assets
He appears to calm down and shakes his head. \,,sharedassets15.assets
The dwarf grabs her hand and holds her back. \,,sharedassets19.assets
He gestures towards you and then to himself. \,,sharedassets19.assets
The two of them look incredibly uncomfortable.,,sharedassets19.assets
E-Let him sleep. He must have had a rough day.,,sharedassets2.assets
"Snell, in response, gives off a shocked scoff.",,sharedassets20.assets
"The bugbear shows you a deep frown and says, \",,sharedassets20.assets
You need to get up close. And <b>personal</b>.,,sharedassets20.assets
There is <shake>darkness</shake> in her heart.,,sharedassets22.assets
Don't shake his hand. You'll look like a fool.,,sharedassets23.assets
(Stare at him for a while before you speak.) \,,sharedassets23.assets
(Point in a direction away from the garden.) \,,sharedassets4.assets
(Look at him for a few second and then say.) \,,sharedassets4.assets
"Now it's just you, alone in the Circle Square.",,sharedassets4.assets
"DC17 con-(Whisper out, just barely audible.) \",,sharedassets4.assets
You can intimidate him into giving himself up.,,sharedassets4.assets
It was close too! Try again some other time...,,sharedassets4.assets
You are that hero. You are <b>THE CLERIC</b>.,,sharedassets10.assets
"Then he leans over to Toli and loudly asks, \",,sharedassets11.assets
(Try to speak without cracking your voice.) \,,sharedassets12.assets
The shock sends a shiver through your system.,,sharedassets14.assets
The girl snatches it from the dwarf's hand. \,,sharedassets15.assets
(Mimic stereotypical gnome hand-movements.) \,,sharedassets16.assets
Give! Give until your bones hit the pavement.,,sharedassets17.assets
That is what the Arcanists used to call orcs.,,sharedassets18.assets
The kid is horrified by your helmed presence.,,sharedassets19.assets
The goblin looks at you with a furrowed brow.,,sharedassets2.assets
"You're lucky this zombie was very, very weak.",,sharedassets2.assets
This isn't something you lose accidentally...,,sharedassets20.assets
You try to snatch the staff out of his hands.,,sharedassets22.assets
Your <b>bitter rival</b> is a teenage girl?!?,,sharedassets22.assets
"She squints at you, and with a cackle says, \",,sharedassets23.assets
The old man puts his hands behind his back. \,,sharedassets24.assets
If only more humanoids shared this sentiment.,,sharedassets4.assets
Snell has given up on lecturing you. For now.,,sharedassets4.assets
No. It's about money and power. Nothing else.,,sharedassets4.assets
She stares into the slits of your 'helmet'. \,,sharedassets4.assets
You feel loathing in the pit of your stomach.,,sharedassets4.assets
"He says nothing for a while, and then goes, \",,sharedassets4.assets
The large kid pumps his fists into the air. \,,sharedassets7.assets
"Yeah, this is... a bit out of your pay grade.",,sharedassets8.assets
"If a machine does not work, you make it work.",,sharedassets8.assets
"Mimic an explosion with your hands and say, \",,sharedassets8.assets
"As they stumble away, you hear him mutter, \",,sharedassets11.assets
"She then replaces some of the lyrics with, \",,sharedassets11.assets
She places a palm against the rough floor. \,,sharedassets12.assets
"He opens the slit in the door and screams, \",,sharedassets14.assets
Ink? Are they writing the newspaper by hand?,,sharedassets15.assets
He gestures wildly towards the rocky wall. \,,sharedassets17.assets
DC17 con-(Scream and shout at the zombie.) \,,sharedassets2.assets
You've read about the City Below. Recall it.,,sharedassets20.assets
He nods and takes another small step back. \,,sharedassets20.assets
"The goblin leans towards you and whispers, \",,sharedassets20.assets
No. Don't do that! It wouldn't be honorable!,,sharedassets22.assets
"Well, not now when you've told him about it.",,sharedassets24.assets
FC7 wis-(Look around at the five of them.) \,,sharedassets3.assets
DC7 wis-(Look around at the five of them.) \,,sharedassets3.assets
You hear laughter from the orc behind you. \,,sharedassets4.assets
"A handwritten note in bold lettering says, \",,sharedassets4.assets
"Eventually she takes a breath and mutters, \",,sharedassets4.assets
"He gestures around him, looking perplexed. \",,sharedassets8.assets
The pale man gives you a sideways glance. \,,sharedassets0.assets
He smirks at your inflammatory statement. \,,sharedassets0.assets
"He glances at them, then whispers to you, \",,sharedassets10.assets
"A truly, unambiguously, <i>wise</i> choice.",,sharedassets10.assets
You gotta loosen up! Loosen up before it...,,sharedassets13.assets
She clicks her tongue and glances at you. \,,sharedassets15.assets
She holds up the paper to his rocky face. \,,sharedassets15.assets
"The guy behind him starts to stutter out, \",,sharedassets19.assets
"Or something is waiting very, very quietly.",,sharedassets20.assets
<i>Pat-a-cake. Pat-a-cake. Baker's man.</i>,,sharedassets22.assets
He glances towards your goblin companion. \,,sharedassets23.assets
R-(Clear your throat and speak politely.) \,,sharedassets23.assets
"Gorm staggers back, muttering to himself. \",,sharedassets24.assets
You knew it! You knew it was time to panic!,,sharedassets3.assets
You want real answers? Feed his <u>ego</u>.,,sharedassets4.assets
"E-(Shoot him some finger guns, then leave.)",,sharedassets4.assets
So this is some type of vision of the past?,,sharedassets4.assets
"The hag however raises her hand and says, \",,sharedassets4.assets
"Then Nearly begins playing again, saying, \",,sharedassets4.assets
"He grins, showing off his polished fangs. \",,sharedassets4.assets
She stares into the slits of your helmet. \,,sharedassets4.assets
Your comment elicits a spontaneous laugh. \,,sharedassets4.assets
The pain lances through your arm. It's bad.,,sharedassets4.assets
You've probably got some Cert blood in you.,,sharedassets6.assets
That is where you will find your answers...,,sharedassets6.assets
He turns to your companion with a smile. \,,sharedassets0.assets
Your companion gives you a sharp exhale. \,,sharedassets0.assets
The lanky kid shakes his head profusely. \,,sharedassets11.assets
"She looks to the side, then back to you. \",,sharedassets12.assets
"ROLL6 dex-Hold up a closed fist and say, \",,sharedassets2.assets
"After a few seconds the voice continues, \",,sharedassets20.assets
Like <i>su</i>-culent. Or <i>su</i>-ccess.,,sharedassets20.assets
The <shake>seal</shake>... is UNLEASHED...,,sharedassets22.assets
He slides around the floor as he speaks. \,,sharedassets22.assets
"He leans in towards the bottle and says, \",,sharedassets22.assets
The goblin breaks his glare at the wall. \,,sharedassets23.assets
"Okay, this clearly got off to a bad start.",,sharedassets23.assets
Oh yes. A fucking <i>awesome</i> shortcut.,,sharedassets23.assets
DC17 con-(Whisper softly to the corpse.) \,,sharedassets3.assets
"He looks worried for a second, and says, \",,sharedassets4.assets
Call him a hypocrite! That'd piss him off!,,sharedassets4.assets
He throws up his little arms in the air. \,,sharedassets4.assets
She doesn't mean you're roommates exactly.,,sharedassets5.assets
"Modissa crosses her arms and grunts out, \",,sharedassets7.assets
"As she flips through the pages she asks, \",,sharedassets7.assets
The short kid looks between you and Rollo.,,sharedassets7.assets
Of circumstance. Of whispers-in-the-pipes.,,sharedassets8.assets
You must go closer. <i>Know</i> the scent.,,sharedassets8.assets
You sense your scarf rushing to your aid.,,sharedassets13.assets
The Millennium Empire. The FASCIST ideal.,,sharedassets17.assets
Viira sighs before tossing you a pouch. \,,sharedassets18.assets
"Grumbling, the boys then leave Waterlane.",,sharedassets19.assets
E-I should stop bothering the corpse now.,,sharedassets2.assets
She takes a step back with a foul grin. \,,sharedassets20.assets
It really is just to hide their identity.,,sharedassets20.assets
A pressure change? Something's happening.,,sharedassets20.assets
The spirit <shake>slams</shake> into you.,,sharedassets22.assets
The assassin has returned to the chant. \,,sharedassets22.assets
"This time, he loses his footing entirely.",,sharedassets23.assets
The vines are slick with fungal humidity.,,sharedassets23.assets
I... can't think of anything else to ask.,,sharedassets24.assets
"Wow, this guy <i>loves</i> this crossbow.",,sharedassets3.assets
He genuinely did not expect to hear that.,,sharedassets4.assets
"It then continues with a finer writing, \",,sharedassets4.assets
All the dwarves around chant in unison: \,,sharedassets4.assets
He thinks about the question for a bit. \,,sharedassets4.assets
You will need it for the journey to come.,,sharedassets4.assets
She gets a look of disgust on her face. \,,sharedassets4.assets
DC11 str-(Glance at the empty bottles.) \,,sharedassets7.assets
"He looks around the chamber, concerned. \",,sharedassets8.assets
Spell_Scroll_of_Detect_Poison_and_Disease,,sharedassets8.assets
He lifts his eyebrows and stares at you.,,sharedassets0.assets
ภาษาไทยมีอักขระที่สวยงามและเป็นเอกลักษณ์,,sharedassets1.assets
Snell lets his face fall into two palms.,,sharedassets10.assets
He's looking for some genuine shit here.,,sharedassets10.assets
Wow. Sure. You know what you were doing.,,sharedassets12.assets
What a strange lady. Why was she so mad?,,sharedassets14.assets
The orcs were under terrible oppression.,,sharedassets18.assets
All that <u>ego</u> - with no intellect.,,sharedassets19.assets
That's rude. <shake>Very rude</shake>...,,sharedassets19.assets
(Stick an AEFA into the deposit slot.) \,,sharedassets19.assets
Your <i>stomach</i> yearns for the void.,,sharedassets2.assets
"It's not yours, though. It's the city's.",,sharedassets2.assets
<b>YEEEEEEEEEEEEEEEEEEEEEEEEEEEEEES</b>.,,"sharedassets20.assets, sharedassets4.assets"
Could be human. Could be something else.,,sharedassets20.assets
"Get back to your dwarf buddy, of course!",,sharedassets20.assets
"The Masked One considers you, bristling.",,sharedassets22.assets
The roots wriggle and writhe a bit more.,,sharedassets23.assets
Snell looks the Freestrider up and down.,,sharedassets23.assets
The Freestrider gives a reluctant nod. \,,sharedassets23.assets
One skeleton nearly takes your head off.,,sharedassets23.assets
The telepathic voice enters your mind. \,,sharedassets23.assets
She replies with a telepathic message: \,,sharedassets23.assets
R-(Clear your throat and say sternly.) \,,sharedassets23.assets
"He does not meet your gaze as he says, \",,sharedassets24.assets
"They won't follow any commands, damn it!",,sharedassets24.assets
"Oh, right. The <i>eyeballs</i> exploded.",,sharedassets3.assets
The stone guardian returns to its perch.,,sharedassets4.assets
Your <i>Patriarch</i>! Listen carefully.,,sharedassets4.assets
"Darrow leans over to you and whispers, \",,sharedassets4.assets
"Before he leaves, Alfoz glares at you. \",,sharedassets4.assets
"He nods, sternly. <i>Highly</i> sternly.",,sharedassets4.assets
You're greeted by a very annoyed goblin.,,sharedassets4.assets
Her halo spins erratically for a moment.,,sharedassets6.assets
She prefers the Urthfolkian way of life.,,sharedassets6.assets
Get ready! This could lead to a DUNGEON!,,sharedassets8.assets
His smile reveals nothing. It is blank.,,sharedassets0.assets
"The goblin rushes after you, yelling, \",,sharedassets14.assets
He grunts and gestures towards Alfoz. \,,sharedassets15.assets
This guy's more fucked up than you are.,,sharedassets17.assets
"He shakes his head, looking confused. \",,sharedassets17.assets
"The dwarf raises her hand, carefully. \",,sharedassets19.assets
The old nude man points in your face. \,,sharedassets2.assets
Your name was asked. It is <i>RAGN</i>.,,sharedassets2.assets
He gestures towards the giant statue. \,,sharedassets20.assets
FC16 dex-(Stare at him for a second.) \,,sharedassets24.assets
"You're just trying to be smooth, right?",,sharedassets24.assets
Your goblin companion grasps his chest.,,sharedassets24.assets
"He points his hammer at you and says, \",,sharedassets24.assets
Another <shake>ominous</shake> feeling.,,sharedassets4.assets
The goblin gives you a defeated look. \,,sharedassets4.assets
"Snell holds his sides, laughing loudly.",,sharedassets4.assets
"She pats your shoulder and tells you, \",,sharedassets4.assets
Your hand is repelled from the surface.,,sharedassets4.assets
Treble - drilling - catching - burning.,,sharedassets4.assets
She turns to you with a slight smile. \,,sharedassets4.assets
Let's forget about that whole incident.,,sharedassets4.assets
I can't just ask her about Urth. Right?,,sharedassets6.assets
"Rollo holds up his hands and mumbles, \",,sharedassets7.assets
(Kneel and declare your allegiance.) \,,sharedassets0.assets
The stomach is <b>upset</b> over this.,,sharedassets11.assets
"You slap away his hand, and he goes, \",,sharedassets11.assets
She is not allowed to pry. Rebuke her!,,sharedassets12.assets
Then he gestures towards his throat. \,,sharedassets13.assets
The truth is freedom. Honor. Goodness.,,sharedassets16.assets
"You're quite the Arcanist, aren't you?",,sharedassets17.assets
So you didn't play the game of crowds.,,sharedassets17.assets
She throws her arms up into the air. \,,sharedassets19.assets
So this is where they lower the goods.,,sharedassets19.assets
He has been down here for a long time.,,sharedassets2.assets
Strange markings cover the cave walls.,,sharedassets20.assets
Good. One less mean joke in the world.,,sharedassets20.assets
The esoteric frost will... damage you.,,sharedassets20.assets
Be afraid. This is a warrior of old...,,sharedassets20.assets
The... huh. His face? <i>Her</i> face.,,sharedassets20.assets
He holds up a hand and a stern face. \,,sharedassets20.assets
"He's not going first, that's for sure.",,sharedassets20.assets
(An esoteric <wiggle>tingle</wiggle>.),,sharedassets23.assets
But they are undead. They do not tire.,,sharedassets23.assets
You can see it mutate upon the ground.,,sharedassets23.assets
The paladin bites down on his words. \,,sharedassets24.assets
Yield. Fake-yield! Then: sucker-punch!,,sharedassets24.assets
It appears... someone is carrying you.,,sharedassets24.assets
You <b>cannot</b> serve a <b>lich</b>.,,sharedassets3.assets
"Which would be forever, theoretically.",,sharedassets3.assets
Of course it is. No other explanation.,,sharedassets4.assets
(Hand him an AEFA through the slit.) \,,sharedassets4.assets
You can always attempt to focus on it.,,sharedassets4.assets
They... can't do that. That's illegal!,,sharedassets4.assets
(Look around at her messy quarters.) \,,sharedassets6.assets
He gives the quiet kid a dirty look. \,,sharedassets7.assets
Because you're such an expert at that.,,sharedassets8.assets
Not <i>a</i> river. <i>The</i> river.,,sharedassets0.assets
"Snell leans in and whispers to you, \",,sharedassets0.assets
Alright! Let's <i>hear</i> this shit.,,sharedassets11.assets
She shows you a worried expression. \,,sharedassets12.assets
His voice shifts to a higher pitch. \,,sharedassets13.assets
The bird-man looks you up and down. \,,sharedassets13.assets
The battle is over. Stay and be safe.,,sharedassets14.assets
Oh boy. That's a fair amount for you.,,sharedassets19.assets
He does not wish to partake in death.,,sharedassets2.assets
One final convulsion. Then it's over.,,sharedassets2.assets
(Lean in and whisper to the skull.) \,,sharedassets20.assets
That is... the nature of this pocket.,,sharedassets20.assets
A tip? Don't kick giant chicken legs.,,sharedassets20.assets
"He takes a breath, then asks again. \",,sharedassets20.assets
"He turns to the creature and yells, \",,sharedassets20.assets
I'm done checking out the eye socket.,,sharedassets20.assets
That's enough. That's <i>perfect</i>.,,sharedassets20.assets
And you completely lose your footing.,,sharedassets20.assets
He does not want you to <i>think</i>.,,sharedassets24.assets
MY eyeballs <shake>exploded</shake>?!,,sharedassets3.assets
Rollo pats his brother on the head. \,,sharedassets4.assets
"<i>Students, brothers, followers.</i>",,sharedassets4.assets
"He takes a deep breath and mutters, \",,sharedassets4.assets
Is he having a fucking <i>stroke</i>?,,sharedassets4.assets
A wild look flashes in the elf's eye.,,sharedassets4.assets
"(Find your confidence, and say it.) \",,sharedassets4.assets
Translation: touch <i>everything</i>.,,sharedassets5.assets
Something is certainly off about him.,,sharedassets6.assets
Gorgoni - <i>Urth's Passing</i> (7th),,sharedassets6.assets
The blonde kid takes a deep breath. \,,sharedassets7.assets
She waves off her friend's concern. \,,sharedassets7.assets
DC10 cha-(Answer in a snobby tone.) \,,sharedassets8.assets
"The kobold gives a screeched yell, \",,sharedassets0.assets
...What the hell should I ask about?,,sharedassets0.assets
The pale man ignores your comment. \,,sharedassets0.assets
"As he goes, you hear him yell out, \",,sharedassets10.assets
He slams his fists into the table. \,,sharedassets11.assets
I can't wriggle... I'm too... stiff!,,sharedassets13.assets
"The goblin turns away and mutters, \",,sharedassets15.assets
Wrestling a dozen dwarves? I mean...,,sharedassets15.assets
(Switch into a stretching motion.) \,,sharedassets15.assets
He is being clever here. Calculated.,,sharedassets18.assets
Then she immediately turns to you. \,,sharedassets19.assets
He throws his claws up in the air. \,,sharedassets2.assets
"He's probably just very, very tired.",,sharedassets2.assets
No breathing. No movements. Nothing.,,sharedassets2.assets
"Oh. Well, then I guess I am a rogue.",,sharedassets2.assets
They've imported... sand? To Norvik?,,sharedassets2.assets
"Yes! That's <i>your</i> Snell, baby!",,sharedassets20.assets
(Press a fist against your chest.) \,,sharedassets20.assets
Dividing. Dividing. <b>Dividing</b>.,,sharedassets20.assets
This is your path. The natural path.,,sharedassets20.assets
"He sighs. A deep, frustrated sigh. \",,sharedassets20.assets
There is silence for a while longer.,,sharedassets22.assets
Snell takes a few more steps back. \,,sharedassets22.assets
"(Just nod, and put away the scroll.)",,sharedassets22.assets
It is nothing but a son's vengeance.,,sharedassets24.assets
"(Look around, tears in your eyes.) \",,sharedassets24.assets
He keeps looking out at the horizon.,,sharedassets4.assets
"He, too, leans in to whisper back: \",,sharedassets4.assets
He grumbles and turns back to you. \,,sharedassets4.assets
Why are you playing along with this?,,sharedassets4.assets
RemoveEttirToPermanentCompanionsList,,sharedassets4.assets
<shake>Roaring_of_the_Pillar</shake>,,sharedassets4.assets
Not again. You always mess stuff up.,,sharedassets4.assets
He meets you in midair with his own.,,sharedassets4.assets
She gives you a suspicious glance. \,,sharedassets4.assets
HEY. That's <shake>OUR</shake> word.,,sharedassets4.assets
Your <u>ego</u> is slightly bruised.,,sharedassets6.assets
The angel's many eyes land upon you.,,sharedassets6.assets
Rollo awkwardly clears his throat. \,,sharedassets7.assets
He is afraid the corpse will awaken.,,sharedassets8.assets
"The goblin leans in and whispers, \",,sharedassets0.assets
Out of the inky darkness you see...,,sharedassets10.assets
Urth-Nisse looks at each of them. \,,sharedassets11.assets
Let's never think about this again.,,sharedassets11.assets
She just gives you a goofy smile. \,,sharedassets12.assets
Your companion clicks his tongue. \,,sharedassets14.assets
(Stop leaning out over the edge.) \,,sharedassets15.assets
That's... <i>okay</i>. That's okay?,,sharedassets16.assets
Your brazen words make her chuckle.,,sharedassets18.assets
He rushes in to give you a big hug.,,sharedassets19.assets
The spell is working. Now ask away.,,sharedassets19.assets
Did it come from one of the apples?,,sharedassets2.assets
"That's not <i>one</i> word, though.",,sharedassets2.assets
"It is, indeed, yours. Keep it safe.",,sharedassets2.assets
The sign clearly says the opposite.,,sharedassets20.assets
"Lock picking a chest is fun, but...",,sharedassets20.assets
"IT SAYS, <shake>NOT. YOURS</shake>.",,sharedassets20.assets
Your companion points towards it. \,,sharedassets20.assets
That is the least you can give him.,,sharedassets20.assets
"(Think for a second, then speak.) \",,sharedassets20.assets
Or perhaps a trap. Probably a trap.,,sharedassets20.assets
<i>Shield. Spear. Arrow. Death.</i>,,sharedassets22.assets
The air grows colder still. Rotten.,,sharedassets23.assets
He lets out an exasperated laugh. \,,sharedassets24.assets
He takes a decisive step forward. \,,sharedassets24.assets
"You didn't really mean it, did you?",,sharedassets24.assets
"He hisses back, under his breath, \",,sharedassets24.assets
Make sure you show yourself useful.,,sharedassets3.assets
No way you can dodge anything here.,,sharedassets3.assets
She taps her lips and looks at you.,,sharedassets4.assets
"Not <i>another</i> assassin, right?",,sharedassets4.assets
He gives his companions a glance. \,,sharedassets4.assets
DC7 int-Can I guess the passphrase?,,sharedassets4.assets
Snell just gives you a quick nod. \,,sharedassets4.assets
You see a grin spread upon his maw.,,sharedassets4.assets
(Start going down on your knees.) \,,sharedassets4.assets
You hear a light splash down below.,,sharedassets4.assets
She leans in and whispers to you. \,,sharedassets4.assets
"In time, it will be more important.",,sharedassets4.assets
She stares at you with wide eyes. \,,sharedassets4.assets
"A remnant power, from an early era.",,sharedassets4.assets
Just like that Chamar-lady you met!,,sharedassets6.assets
Her halo rotates slightly faster. \,,sharedassets6.assets
You did not notice this previously.,,sharedassets6.assets
<shake>Convening</shake>. Is. Good.,,sharedassets6.assets
He grunts and scratches his chin. \,,sharedassets6.assets
Chronus - <i>Tol's Dance</i> (28th),,sharedassets6.assets
They need to understand each other.,,sharedassets7.assets
Your companion takes a step back. \,,sharedassets7.assets
It was a quick death. Gods be good.,,sharedassets8.assets
Rollo points towards his friend. \,,sharedassets11.assets
"The boys all look around, shocked.",,sharedassets11.assets
Simii steps in and grabs his boss.,,sharedassets11.assets
Your existence is shocking to her.,,sharedassets11.assets
"He leans in and whispers to you, \",,"sharedassets13.assets, sharedassets20.assets"
She groans and taps the machine. \,,sharedassets15.assets
Modissa looks over to the dwarf. \,,sharedassets15.assets
SORCERERS WITH A SENSE FOR RHYTHM.,,sharedassets17.assets
You're not getting back from this.,,sharedassets18.assets
"(Take a long, drawn out breath.) \",,sharedassets19.assets
(Step away from the milk crate.) \,,sharedassets19.assets
You press a little further. Again.,,sharedassets20.assets
It is an illusion. Do not mind it.,,sharedassets20.assets
He points two thumbs at himself. \,,sharedassets20.assets
They probably enjoy the seclusion.,,sharedassets20.assets
"You hear him whisper to himself, \",,sharedassets20.assets
There might be passphrase however.,,sharedassets20.assets
Again?! <shake>SERIOUSLY</shake>?!,,sharedassets20.assets
On your <shake>tippy-toes</shake>.,,sharedassets21.assets
Meant? Like... <i>preordained</i>?,,sharedassets22.assets
"Then he speaks, in a regal tone, \",,sharedassets24.assets
"Okay, he's giving you a shot here.",,sharedassets24.assets
You've interrupted something here.,,sharedassets3.assets
This is fascinating. Keep reading.,,sharedassets3.assets
An <shake>ominous</shake> feeling.,,sharedassets4.assets
The mother responds with a sigh. \,,sharedassets4.assets
(Yell at the top of your lungs.) \,,sharedassets4.assets
Nothing? Now that's just not true.,,sharedassets4.assets
A little red friend. A good devil.,,sharedassets4.assets
Your <shake>SOUL</shake> is ready.,,sharedassets4.assets
She gestured lazily towards you. \,,sharedassets4.assets
Can't go forgetting about the job.,,sharedassets6.assets
"Your scarf then whispers to you, \",,sharedassets6.assets
Thusi - <i>Folk's Feast</i> (15th),,sharedassets6.assets
This is going to hurt your back...,,sharedassets6.assets
A slice of a real gelatinous cube.,,sharedassets7.assets
That blast... it shook everything.,,sharedassets7.assets
looks around at the destruction. \,,sharedassets8.assets
You'll need to try something else.,,sharedassets9.assets
Oh boy. They pulled an old trick.,,sharedassets0.assets
The <i>Perch</i>. It is official.,,sharedassets10.assets
IT IS WHAT MY CHARACTER WOULD DO.,,sharedassets10.assets
(Step towards the dark knight.) \,,sharedassets10.assets
You're doing <b>what</b> exactly?,,sharedassets11.assets
(Clear your throat and mumble.) \,,sharedassets11.assets
"He shakes his head and mutters, \",,sharedassets11.assets
It's just olive oil. Cheap brand.,,sharedassets12.assets
